               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.020938,            0.030038,             0.00123,             0.97818,             0.97529,             0.98579,              0.8322,            0.014239,             0.02386,          0.00082518,          0.00084502,          0.00084502,          0.00084502
                 157,             0.02036,            0.031392,           0.0016456,             0.97846,             0.98413,             0.99085,             0.83108,            0.013341,            0.022606,          0.00045707,          0.00084402,          0.00084402,          0.00084402
                 158,            0.021635,            0.030132,           0.0015509,             0.98214,              0.9883,              0.9932,              0.8387,            0.013264,            0.022557,          0.00032738,          0.00084302,          0.00084302,          0.00084302
                 159,            0.021493,            0.031217,           0.0013708,             0.97853,             0.99536,             0.99383,             0.83662,            0.013351,            0.022581,          0.00042918,          0.00084202,          0.00084202,          0.00084202
                 160,            0.021865,            0.031833,           0.0013001,             0.97802,             0.98901,             0.99267,             0.82712,            0.012968,              0.0243,          0.00045299,          0.00084102,          0.00084102,          0.00084102
                 161,             0.02012,            0.030036,           0.0013131,             0.96792,             0.98718,             0.99054,             0.83387,            0.013828,            0.026405,          0.00050157,          0.00084002,          0.00084002,          0.00084002
                 162,            0.020583,            0.032284,           0.0014485,             0.98501,             0.99206,             0.99285,             0.84273,            0.013209,            0.024183,          0.00046369,          0.00083902,          0.00083902,          0.00083902
                 163,            0.020116,            0.028718,           0.0014802,             0.98731,             0.99047,             0.99384,             0.84011,            0.013705,            0.022211,          0.00039024,          0.00083802,          0.00083802,          0.00083802
                 164,            0.019948,            0.033404,           0.0015351,             0.98683,             0.98275,             0.99416,             0.84741,            0.013304,            0.022018,          0.00034656,          0.00083702,          0.00083702,          0.00083702
                 165,            0.020453,            0.029931,           0.0012155,             0.96212,             0.96797,             0.99171,             0.83543,             0.01349,            0.025577,          0.00083972,          0.00083602,          0.00083602,          0.00083602
                 166,            0.021878,            0.030344,            0.001928,             0.93782,             0.97619,             0.99112,             0.83601,            0.013821,            0.024023,           0.0013419,          0.00083502,          0.00083502,          0.00083502
                 167,            0.021499,            0.032671,           0.0020436,              0.9822,             0.99488,             0.99458,             0.82421,            0.014361,              0.0233,          0.00032464,          0.00083402,          0.00083402,          0.00083402
                 168,            0.021803,            0.033648,           0.0014529,             0.96169,             0.97553,             0.99391,             0.83952,            0.013956,            0.022899,          0.00086702,          0.00083302,          0.00083302,          0.00083302
                 169,            0.022605,            0.031804,            0.001739,             0.98091,             0.97899,             0.99423,             0.83852,            0.012978,            0.022183,          0.00058631,          0.00083202,          0.00083202,          0.00083202
                 170,            0.020684,            0.032541,           0.0013118,             0.97544,             0.98875,             0.99223,              0.8372,            0.013813,            0.022697,          0.00064618,          0.00083102,          0.00083102,          0.00083102
                 171,            0.020205,            0.030591,            0.001311,             0.95887,             0.97821,             0.99014,             0.84036,            0.012833,            0.024879,           0.0012412,          0.00083002,          0.00083002,          0.00083002
                 172,            0.019462,            0.029661,           0.0014076,             0.97469,             0.98413,             0.99143,             0.84155,            0.013458,            0.023473,          0.00070809,          0.00082902,          0.00082902,          0.00082902
                 173,            0.019901,            0.029097,           0.0016139,             0.97938,             0.98736,             0.99111,             0.84705,            0.013007,             0.02115,          0.00055078,          0.00082802,          0.00082802,          0.00082802
                 174,            0.018769,            0.028047,           0.0016894,             0.96786,             0.98195,             0.98857,              0.8392,            0.012961,            0.021513,          0.00085467,          0.00082702,          0.00082702,          0.00082702
                 175,            0.019366,            0.033211,           0.0014918,             0.96287,             0.95919,             0.98522,             0.84329,            0.012837,            0.022336,           0.0012537,          0.00082602,          0.00082602,          0.00082602
                 176,            0.019116,            0.030948,           0.0012801,             0.97204,             0.98787,             0.99035,             0.84381,            0.013354,            0.024121,          0.00048671,          0.00082502,          0.00082502,          0.00082502
                 177,             0.02002,            0.030192,           0.0013917,               0.987,              0.9821,             0.99233,             0.85321,            0.013302,            0.023071,          0.00031279,          0.00082402,          0.00082402,          0.00082402
                 178,            0.018679,            0.028728,           0.0015739,             0.98191,             0.97796,             0.99127,             0.84221,            0.012944,            0.021856,          0.00050312,          0.00082302,          0.00082302,          0.00082302
                 179,            0.019657,            0.031968,           0.0014261,             0.96249,             0.98413,             0.99178,             0.83212,            0.013244,            0.021135,          0.00085386,          0.00082202,          0.00082202,          0.00082202
                 180,            0.019854,            0.032768,           0.0015318,             0.97538,             0.98505,             0.99369,             0.82557,            0.013689,            0.022001,          0.00060483,          0.00082102,          0.00082102,          0.00082102
                 181,            0.019434,            0.031776,           0.0015993,             0.98465,             0.98384,             0.99387,             0.83785,            0.013055,             0.02247,          0.00041907,          0.00082002,          0.00082002,          0.00082002
                 182,            0.021903,            0.037609,           0.0012976,             0.97786,              0.9845,              0.9927,             0.83366,            0.013781,             0.02283,          0.00052298,          0.00081902,          0.00081902,          0.00081902
                 183,            0.020649,            0.031287,           0.0015226,             0.97556,             0.98538,             0.99286,             0.83541,            0.013145,            0.023153,          0.00040342,          0.00081802,          0.00081802,          0.00081802
                 184,             0.01916,            0.032723,           0.0011869,             0.97018,                   1,               0.994,             0.85055,            0.012779,            0.021474,          0.00031628,          0.00081702,          0.00081702,          0.00081702
                 185,            0.019749,            0.031339,            0.001219,             0.98584,             0.99001,             0.99427,             0.83914,            0.013775,            0.022543,          0.00030103,          0.00081602,          0.00081602,          0.00081602
                 186,             0.01986,            0.028184,          0.00090084,              0.9866,             0.99206,             0.99421,             0.84889,            0.013201,            0.022398,           0.0002737,          0.00081502,          0.00081502,          0.00081502
                 187,            0.021248,            0.032336,           0.0012462,              0.9755,             0.99655,             0.99329,             0.83612,            0.013438,            0.025977,          0.00021046,          0.00081402,          0.00081402,          0.00081402
                 188,             0.02062,            0.032771,           0.0011228,             0.97994,             0.99854,             0.99262,             0.82557,            0.014185,            0.027521,          0.00018416,          0.00081302,          0.00081302,          0.00081302
                 189,            0.022189,            0.032608,           0.0014621,             0.97981,             0.99473,             0.99316,             0.84858,            0.013746,            0.026366,          0.00020532,          0.00081202,          0.00081202,          0.00081202
                 190,            0.020653,            0.033314,             0.00128,             0.97784,              0.9881,              0.9934,             0.84485,            0.013595,            0.025392,          0.00035179,          0.00081102,          0.00081102,          0.00081102
                 191,            0.020453,            0.030668,           0.0013562,             0.96342,             0.99987,             0.99324,             0.83876,             0.01377,            0.023298,          0.00031345,          0.00081002,          0.00081002,          0.00081002
                 192,            0.020328,            0.031731,           0.0011745,             0.98494,             0.99027,             0.99327,             0.84548,            0.013617,            0.024487,          0.00026944,          0.00080902,          0.00080902,          0.00080902
                 193,            0.019936,            0.031824,           0.0011849,             0.97619,             0.99603,             0.99307,             0.84549,            0.013193,            0.025572,          0.00031179,          0.00080802,          0.00080802,          0.00080802
                 194,            0.020876,            0.028927,           0.0012767,             0.97732,             0.99603,             0.99275,             0.83457,            0.014254,             0.02586,          0.00032773,          0.00080702,          0.00080702,          0.00080702
                 195,             0.02099,            0.029084,            0.001359,             0.96766,             0.99127,             0.99271,             0.84092,            0.013572,            0.026698,          0.00037557,          0.00080602,          0.00080602,          0.00080602
                 196,            0.019294,            0.029361,           0.0012531,             0.97397,             0.99343,             0.99238,             0.84247,            0.013177,            0.025961,          0.00038203,          0.00080502,          0.00080502,          0.00080502
                 197,            0.018929,            0.028996,           0.0012652,             0.97975,             0.99308,             0.99271,             0.84282,            0.013381,            0.024265,          0.00035723,          0.00080402,          0.00080402,          0.00080402
                 198,            0.019226,            0.028468,           0.0012871,              0.9822,              0.9803,             0.99181,             0.83295,            0.013225,            0.022844,          0.00032255,          0.00080302,          0.00080302,          0.00080302
                 199,            0.021219,            0.033625,           0.0015283,             0.97887,             0.97711,             0.99041,             0.82367,            0.014104,            0.025222,          0.00040177,          0.00080202,          0.00080202,          0.00080202
                 200,            0.019247,            0.030054,           0.0012085,             0.97998,             0.97482,             0.99155,             0.84677,              0.0128,            0.024489,          0.00065746,          0.00080102,          0.00080102,          0.00080102
                 201,            0.019157,             0.03096,           0.0012961,             0.97981,             0.97577,              0.9898,             0.85055,            0.013541,            0.025896,          0.00079208,          0.00080002,          0.00080002,          0.00080002
                 202,            0.019776,            0.028456,           0.0012143,             0.97738,             0.99027,             0.99151,              0.8453,            0.013866,            0.024556,          0.00045261,          0.00079902,          0.00079902,          0.00079902
                 203,            0.019499,              0.0298,           0.0012755,             0.97074,             0.97482,             0.99002,              0.8508,            0.012462,             0.02352,          0.00048771,          0.00079802,          0.00079802,          0.00079802
                 204,            0.018205,             0.02895,           0.0013561,             0.97796,             0.97571,             0.98822,             0.84009,            0.013254,            0.026059,           0.0004413,          0.00079702,          0.00079702,          0.00079702
                 205,            0.019434,             0.03105,           0.0014003,             0.98088,             0.97619,             0.98524,             0.83673,            0.012358,            0.026101,          0.00042395,          0.00079602,          0.00079602,          0.00079602
                 206,            0.019985,            0.029864,           0.0012462,             0.97697,             0.98377,             0.98846,             0.84486,            0.013066,            0.025603,          0.00042615,          0.00079502,          0.00079502,          0.00079502
                 207,             0.02195,            0.031935,           0.0015268,             0.96994,             0.99603,             0.99016,             0.84655,            0.013802,            0.023668,          0.00046404,          0.00079402,          0.00079402,          0.00079402
                 208,            0.020358,            0.028526,           0.0014439,             0.99101,             0.99037,             0.99275,             0.85477,            0.013389,            0.022882,          0.00027691,          0.00079302,          0.00079302,          0.00079302
                 209,            0.020668,            0.026178,           0.0012922,             0.98951,             0.98576,             0.99358,             0.85351,            0.013296,             0.02299,          0.00024116,          0.00079202,          0.00079202,          0.00079202
                 210,            0.019725,             0.02901,           0.0013399,             0.97325,             0.99597,             0.99304,             0.85156,            0.012631,            0.024139,           0.0004056,          0.00079102,          0.00079102,          0.00079102
                 211,            0.020322,            0.030326,           0.0015197,             0.97764,             0.99603,              0.9937,             0.83686,            0.013369,            0.026856,          0.00020729,          0.00079002,          0.00079002,          0.00079002
                 212,            0.020016,            0.033397,           0.0013596,              0.9773,             0.99943,             0.99416,             0.85119,            0.012791,            0.025202,          0.00015813,          0.00078902,          0.00078902,          0.00078902
                 213,            0.020663,            0.032332,           0.0012975,             0.98495,             0.99206,              0.9945,             0.84154,            0.012959,              0.0226,          0.00017763,          0.00078802,          0.00078802,          0.00078802
                 214,            0.020459,            0.029376,           0.0013879,             0.97985,             0.98217,             0.99185,             0.84197,            0.012694,            0.021436,          0.00029952,          0.00078702,          0.00078702,          0.00078702
                 215,            0.019268,            0.031385,           0.0013493,             0.97966,             0.99413,             0.99295,             0.84065,            0.012735,            0.020656,           0.0003808,          0.00078602,          0.00078602,          0.00078602
                 216,            0.019761,             0.02844,            0.001363,             0.98522,             0.98901,             0.99266,             0.83652,            0.012921,            0.021826,          0.00033351,          0.00078502,          0.00078502,          0.00078502
                 217,            0.018631,            0.030529,          0.00093946,             0.98098,             0.98005,             0.99166,             0.84049,            0.012779,            0.022073,          0.00065041,          0.00078402,          0.00078402,          0.00078402
                 218,            0.018652,            0.029203,           0.0011089,             0.96681,             0.97314,             0.98541,             0.83298,            0.013373,            0.022421,           0.0012067,          0.00078302,          0.00078302,          0.00078302
                 219,            0.020158,            0.027933,           0.0013611,             0.97698,             0.97711,             0.98998,             0.84237,            0.012621,            0.022162,          0.00070766,          0.00078202,          0.00078202,          0.00078202
                 220,            0.019608,              0.0312,           0.0011451,               0.989,             0.98885,             0.99096,             0.83436,             0.01293,            0.021931,           0.0003627,          0.00078102,          0.00078102,          0.00078102
                 221,            0.020017,            0.029066,           0.0015224,             0.97942,             0.98725,               0.991,             0.83437,            0.013879,            0.022874,          0.00033144,          0.00078002,          0.00078002,          0.00078002
                 222,            0.019747,            0.026959,           0.0012838,             0.98176,             0.99298,             0.99076,             0.83815,            0.013283,            0.023111,          0.00032695,          0.00077902,          0.00077902,          0.00077902
                 223,            0.019849,            0.029361,           0.0012953,             0.97872,             0.98993,             0.99238,             0.83608,            0.012956,             0.02345,          0.00035754,          0.00077802,          0.00077802,          0.00077802
                 224,            0.019697,            0.030852,           0.0016308,             0.98344,             0.98505,             0.99342,             0.85011,            0.012997,            0.021712,          0.00042803,          0.00077702,          0.00077702,          0.00077702
                 225,            0.019423,            0.029557,             0.00116,             0.96759,             0.99478,             0.99282,             0.83491,            0.013409,            0.022647,           0.0004782,          0.00077602,          0.00077602,          0.00077602
                 226,            0.018496,            0.029708,           0.0013353,               0.973,             0.99285,             0.99233,             0.84822,            0.012652,            0.021452,          0.00051827,          0.00077502,          0.00077502,          0.00077502
                 227,            0.018937,            0.030068,          0.00088063,             0.96598,             0.99315,             0.99269,             0.84016,            0.012951,            0.021636,          0.00053134,          0.00077402,          0.00077402,          0.00077402
                 228,            0.020136,            0.032514,            0.001186,             0.97099,             0.98774,             0.99337,             0.84708,            0.013881,            0.022907,          0.00052761,          0.00077302,          0.00077302,          0.00077302
                 229,            0.019808,            0.033441,           0.0011901,             0.97416,             0.98627,             0.99394,             0.84792,            0.013569,            0.025451,          0.00043467,          0.00077202,          0.00077202,          0.00077202
                 230,            0.019325,            0.032781,           0.0012794,             0.97267,             0.99496,             0.99325,             0.84716,            0.012701,            0.025612,          0.00033312,          0.00077102,          0.00077102,          0.00077102
                 231,            0.020674,             0.02765,           0.0012059,             0.96849,             0.98505,             0.99254,             0.83611,            0.013294,            0.024648,          0.00033805,          0.00077002,          0.00077002,          0.00077002
                 232,             0.01912,            0.030737,           0.0010915,             0.98309,             0.98848,             0.99347,             0.84398,            0.012407,            0.020883,          0.00036066,          0.00076902,          0.00076902,          0.00076902
                 233,            0.018574,            0.029934,           0.0011986,             0.98416,             0.98987,             0.99356,               0.839,             0.01285,            0.021097,          0.00035358,          0.00076802,          0.00076802,          0.00076802
                 234,            0.019215,            0.027865,           0.0010805,             0.97568,             0.98766,             0.99328,             0.84835,            0.012843,             0.02341,          0.00032716,          0.00076702,          0.00076702,          0.00076702
                 235,            0.019265,            0.030667,            0.001116,             0.97837,             0.97085,             0.99272,             0.84206,            0.013256,            0.027172,          0.00031944,          0.00076602,          0.00076602,          0.00076602
                 236,            0.018192,            0.028488,           0.0011399,             0.97254,             0.97572,             0.99302,             0.84956,            0.013168,            0.026166,          0.00043568,          0.00076502,          0.00076502,          0.00076502
                 237,            0.018991,            0.030285,           0.0013531,             0.98163,             0.97264,             0.99331,             0.84237,            0.012512,            0.025224,          0.00050066,          0.00076402,          0.00076402,          0.00076402
                 238,            0.019639,            0.028551,           0.0010077,             0.98306,             0.97412,             0.99352,             0.84601,            0.012409,            0.024102,          0.00034691,          0.00076302,          0.00076302,          0.00076302
                 239,            0.020221,            0.029465,           0.0010589,             0.98617,              0.9839,             0.99342,             0.85146,            0.012359,            0.021664,          0.00018428,          0.00076202,          0.00076202,          0.00076202
                 240,            0.018301,            0.028051,          0.00087317,              0.9858,             0.99583,             0.99296,              0.8384,            0.012726,            0.021807,          0.00014472,          0.00076102,          0.00076102,          0.00076102
                 241,            0.018949,            0.028581,          0.00085537,             0.98629,             0.99574,             0.99247,             0.85085,            0.012613,            0.021852,          0.00016911,          0.00076002,          0.00076002,          0.00076002
                 242,            0.020731,            0.029211,            0.001125,             0.98941,             0.99235,             0.99237,             0.83875,            0.013394,            0.023102,           0.0002146,          0.00075902,          0.00075902,          0.00075902
                 243,            0.019655,            0.031082,           0.0013269,             0.98054,             0.99078,             0.99194,              0.8471,             0.01215,            0.023025,          0.00032203,          0.00075802,          0.00075802,          0.00075802
                 244,            0.019037,            0.029394,          0.00096639,             0.97306,              0.9909,             0.99168,             0.83823,             0.01312,            0.023153,          0.00040487,          0.00075702,          0.00075702,          0.00075702
                 245,            0.019268,             0.03001,          0.00094167,             0.97524,             0.98016,             0.99166,              0.8425,            0.013464,            0.022029,          0.00040738,          0.00075602,          0.00075602,          0.00075602
                 246,            0.019591,            0.029207,           0.0010009,             0.97927,             0.97222,             0.99201,             0.84362,            0.012576,            0.022724,          0.00035296,          0.00075502,          0.00075502,          0.00075502
                 247,            0.019238,            0.032646,           0.0010303,             0.96821,             0.99842,             0.99333,             0.84205,            0.013724,            0.025934,          0.00026231,          0.00075402,          0.00075402,          0.00075402
                 248,            0.018716,            0.031104,          0.00092492,             0.96953,             0.99812,             0.99375,             0.84071,            0.013438,            0.026791,          0.00027445,          0.00075302,          0.00075302,          0.00075302
                 249,            0.020085,            0.029841,           0.0012073,             0.97482,             0.99461,             0.99433,             0.84023,            0.013136,            0.024819,          0.00024761,          0.00075202,          0.00075202,          0.00075202
                 250,            0.019772,            0.031776,          0.00072697,             0.97403,             0.99406,             0.99405,             0.83142,            0.014662,            0.025521,          0.00019699,          0.00075102,          0.00075102,          0.00075102
                 251,            0.018664,            0.026183,          0.00063228,             0.98154,             0.98108,             0.99271,             0.84359,            0.013388,             0.02434,          0.00020216,          0.00075002,          0.00075002,          0.00075002
                 252,             0.01926,            0.030786,           0.0007725,             0.97163,             0.98692,             0.99249,             0.83732,            0.014156,             0.02343,          0.00029079,          0.00074903,          0.00074903,          0.00074903
                 253,            0.020334,            0.028315,           0.0011585,             0.98045,             0.99198,             0.99443,             0.84576,            0.012993,             0.02125,          0.00027737,          0.00074803,          0.00074803,          0.00074803
                 254,            0.019557,            0.028906,           0.0012685,             0.99225,             0.98544,             0.99465,             0.84652,            0.013076,            0.020793,          0.00025839,          0.00074703,          0.00074703,          0.00074703
                 255,            0.019607,            0.028629,          0.00097755,             0.98991,             0.98586,             0.99444,             0.84953,            0.012576,            0.021085,           0.0001997,          0.00074603,          0.00074603,          0.00074603
                 256,            0.019533,            0.033164,           0.0010553,              0.9912,             0.98242,             0.99347,             0.84509,            0.012799,            0.021021,          0.00025164,          0.00074503,          0.00074503,          0.00074503
                 257,            0.019069,            0.030628,           0.0011014,             0.99121,             0.98292,             0.99235,             0.83838,            0.014028,            0.022209,          0.00024631,          0.00074403,          0.00074403,          0.00074403
                 258,            0.020845,            0.031503,           0.0012182,             0.98841,             0.99102,             0.99391,             0.84338,            0.013522,            0.022512,          0.00022594,          0.00074303,          0.00074303,          0.00074303
                 259,            0.019944,            0.029493,           0.0010843,              0.9899,             0.99259,             0.99378,             0.84103,            0.012899,            0.021699,          0.00018924,          0.00074203,          0.00074203,          0.00074203
                 260,            0.018906,            0.030666,           0.0010326,             0.98982,             0.99137,             0.99375,             0.85039,            0.013111,            0.020645,          0.00020026,          0.00074103,          0.00074103,          0.00074103
                 261,            0.019825,            0.031155,           0.0011824,             0.99121,             0.98901,             0.99371,              0.8463,            0.013125,            0.020523,          0.00027924,          0.00074003,          0.00074003,          0.00074003
                 262,            0.018723,            0.028699,           0.0010384,             0.97832,             0.98901,             0.99329,             0.85143,            0.013138,            0.021109,          0.00044462,          0.00073903,          0.00073903,          0.00073903
                 263,            0.019803,            0.029524,          0.00094708,              0.9852,             0.98173,             0.99332,             0.84155,            0.013058,            0.021101,           0.0006351,          0.00073803,          0.00073803,          0.00073803
                 264,            0.019264,            0.031982,           0.0012122,             0.98291,             0.98711,             0.99365,             0.84789,             0.01358,             0.02147,          0.00045931,          0.00073703,          0.00073703,          0.00073703
                 265,            0.018452,            0.028772,           0.0007807,             0.97545,              0.9876,             0.99342,             0.84709,            0.013108,            0.020967,          0.00029888,          0.00073603,          0.00073603,          0.00073603
                 266,            0.019288,            0.031958,           0.0012314,             0.98347,             0.98016,             0.99304,             0.84701,            0.012698,            0.021468,           0.0001644,          0.00073503,          0.00073503,          0.00073503
                 267,            0.019642,             0.03068,           0.0011885,               0.987,             0.99177,             0.99257,             0.85046,            0.012715,            0.022739,          0.00016077,          0.00073403,          0.00073403,          0.00073403
                 268,             0.01859,            0.028073,           0.0010494,             0.98482,             0.99603,             0.99319,             0.84763,            0.012952,            0.022209,          0.00023094,          0.00073303,          0.00073303,          0.00073303
                 269,            0.018832,            0.029311,           0.0012697,             0.98851,             0.99496,             0.99309,             0.86026,            0.012515,            0.021322,          0.00022714,          0.00073203,          0.00073203,          0.00073203
                 270,            0.018094,            0.029279,           0.0012144,             0.98877,             0.98582,              0.9921,             0.84881,            0.013279,            0.021814,          0.00032762,          0.00073103,          0.00073103,          0.00073103
                 271,            0.019071,            0.033679,           0.0011604,              0.9769,             0.97711,             0.99142,             0.84785,            0.012509,            0.021296,           0.0004254,          0.00073003,          0.00073003,          0.00073003
                 272,            0.018495,            0.028608,           0.0010573,             0.98863,              0.9682,             0.99072,             0.84771,             0.01287,            0.021765,           0.0003638,          0.00072903,          0.00072903,          0.00072903
                 273,            0.019914,            0.027338,           0.0013716,             0.98924,             0.96917,             0.99021,             0.84203,            0.013183,            0.022134,           0.0002852,          0.00072803,          0.00072803,          0.00072803
                 274,            0.018885,            0.030759,           0.0011037,             0.98116,             0.99066,             0.99179,               0.854,            0.012641,            0.021091,          0.00027138,          0.00072703,          0.00072703,          0.00072703
                 275,            0.020767,            0.032335,          0.00084146,             0.98515,             0.98008,             0.99152,             0.83483,             0.01384,            0.021715,          0.00034324,          0.00072603,          0.00072603,          0.00072603
                 276,            0.018936,             0.03041,           0.0011539,             0.97875,             0.97697,             0.99062,             0.85043,            0.012683,             0.02121,          0.00053598,          0.00072503,          0.00072503,          0.00072503
                 277,            0.018359,            0.030231,           0.0010809,             0.99304,             0.98042,             0.99149,             0.84718,            0.013251,            0.021625,          0.00034713,          0.00072403,          0.00072403,          0.00072403
                 278,            0.018673,             0.02931,           0.0013052,             0.97521,             0.99541,             0.99232,             0.84745,            0.013436,             0.02183,          0.00028987,          0.00072303,          0.00072303,          0.00072303
                 279,            0.018966,             0.03245,           0.0013389,             0.98893,             0.98483,             0.99275,             0.84214,            0.012855,            0.022509,          0.00019318,          0.00072203,          0.00072203,          0.00072203
                 280,            0.020282,            0.031211,           0.0013085,             0.97989,             0.99603,             0.99319,             0.84567,            0.012756,            0.022277,          0.00022151,          0.00072103,          0.00072103,          0.00072103
                 281,            0.020309,            0.029764,           0.0011653,             0.97928,             0.99031,             0.99379,             0.85378,            0.012959,            0.022035,          0.00030624,          0.00072003,          0.00072003,          0.00072003
                 282,            0.019643,            0.029393,           0.0011024,             0.98764,              0.9789,             0.99326,             0.83945,            0.013545,            0.023673,          0.00050192,          0.00071903,          0.00071903,          0.00071903
                 283,            0.019863,            0.032521,           0.0010751,             0.97313,             0.98304,             0.99418,             0.84473,            0.013148,            0.022053,          0.00054739,          0.00071803,          0.00071803,          0.00071803
                 284,            0.018363,            0.029105,           0.0012559,             0.98224,             0.98344,             0.99397,             0.84062,              0.0139,            0.024872,          0.00031271,          0.00071703,          0.00071703,          0.00071703
                 285,            0.019519,            0.029556,           0.0010552,             0.96738,                   1,             0.99306,             0.84335,            0.012525,            0.025708,          0.00019818,          0.00071603,          0.00071603,          0.00071603
                 286,            0.020227,            0.031083,           0.0011156,             0.97864,              0.9955,             0.99288,             0.84262,            0.012336,            0.023374,          0.00019282,          0.00071503,          0.00071503,          0.00071503
                 287,            0.019934,            0.030682,           0.0010171,             0.98846,               0.982,             0.99333,             0.83627,            0.012972,            0.021526,          0.00024748,          0.00071403,          0.00071403,          0.00071403
                 288,            0.018279,            0.030375,          0.00082543,             0.99075,             0.98134,             0.99334,             0.84856,             0.01265,             0.02098,          0.00031835,          0.00071303,          0.00071303,          0.00071303
                 289,             0.01858,            0.029771,           0.0010601,             0.98483,             0.98761,             0.99235,             0.84345,            0.012795,            0.020961,          0.00039266,          0.00071203,          0.00071203,          0.00071203
                 290,             0.01863,             0.03067,           0.0010392,             0.98198,             0.98522,             0.99236,             0.85644,            0.012456,            0.020588,          0.00042916,          0.00071103,          0.00071103,          0.00071103
                 291,            0.018452,            0.030201,          0.00089756,              0.9643,             0.99603,             0.99232,             0.83483,            0.012491,            0.023979,          0.00043923,          0.00071003,          0.00071003,          0.00071003
                 292,            0.018968,            0.027327,          0.00088792,             0.96809,             0.99461,             0.99188,             0.84889,            0.012431,             0.02445,          0.00035921,          0.00070903,          0.00070903,          0.00070903
                 293,            0.019152,            0.029848,          0.00092735,             0.97946,             0.98873,             0.99272,             0.83931,            0.013471,            0.025047,          0.00033462,          0.00070803,          0.00070803,          0.00070803
                 294,             0.01757,            0.027785,          0.00078936,             0.98638,             0.98588,             0.99307,             0.84844,            0.012396,            0.023412,          0.00027285,          0.00070703,          0.00070703,          0.00070703
                 295,            0.018946,            0.028372,            0.001058,             0.98881,             0.98365,             0.99361,             0.84622,            0.012525,            0.021915,          0.00026945,          0.00070603,          0.00070603,          0.00070603
                 296,            0.018571,            0.030618,           0.0010409,             0.98664,             0.97936,             0.99339,              0.8518,            0.012582,            0.021194,          0.00036563,          0.00070503,          0.00070503,          0.00070503
                 297,            0.018307,            0.032034,          0.00093129,             0.98473,             0.98223,             0.99338,             0.85314,            0.012163,            0.022227,          0.00024118,          0.00070403,          0.00070403,          0.00070403
                 298,            0.018002,            0.026693,          0.00077464,             0.96748,             0.99855,             0.99335,             0.84559,            0.012846,            0.024771,          0.00013767,          0.00070303,          0.00070303,          0.00070303
                 299,            0.019049,            0.028407,          0.00085204,             0.94707,              0.9857,             0.99245,             0.84366,            0.012325,            0.025198,          0.00063934,          0.00070203,          0.00070203,          0.00070203
                 300,            0.019257,            0.028051,           0.0012646,             0.97141,                   1,             0.99302,             0.84009,            0.013943,            0.025605,          0.00017976,          0.00070103,          0.00070103,          0.00070103
                 301,            0.018486,            0.030263,           0.0012442,             0.98807,             0.98917,             0.99452,              0.8532,            0.012878,            0.023281,          0.00018971,          0.00070003,          0.00070003,          0.00070003
                 302,            0.019342,            0.030844,           0.0010983,              0.9849,             0.99171,             0.99432,             0.85558,             0.01283,            0.022981,          0.00019231,          0.00069903,          0.00069903,          0.00069903
                 303,            0.019472,            0.031568,           0.0011802,             0.98395,              0.9912,             0.99373,             0.84702,             0.01252,            0.022253,          0.00027103,          0.00069803,          0.00069803,          0.00069803
                 304,            0.019821,              0.0326,           0.0010654,             0.98528,             0.98505,             0.99206,             0.84752,            0.012764,             0.02294,          0.00024368,          0.00069703,          0.00069703,          0.00069703
                 305,            0.019339,            0.030098,           0.0010112,             0.98283,             0.98505,             0.99142,             0.84118,             0.01391,            0.024806,          0.00022783,          0.00069603,          0.00069603,          0.00069603
                 306,            0.018797,            0.030133,            0.001172,             0.97569,             0.99571,             0.99189,              0.8448,            0.012367,            0.024386,          0.00027035,          0.00069503,          0.00069503,          0.00069503
                 307,            0.019847,            0.030207,           0.0010856,             0.98613,             0.97619,             0.99259,             0.83936,            0.012941,            0.022631,          0.00031243,          0.00069403,          0.00069403,          0.00069403
                 308,            0.019649,            0.032964,            0.001224,             0.98711,             0.97222,             0.98248,             0.83865,            0.012413,            0.022898,          0.00031102,          0.00069303,          0.00069303,          0.00069303
                 309,            0.018518,            0.030877,           0.0010346,             0.98673,             0.96992,             0.97851,             0.83915,            0.012125,            0.022694,          0.00035282,          0.00069203,          0.00069203,          0.00069203
                 310,            0.018714,            0.029341,          0.00096965,             0.98806,             0.97119,             0.98196,             0.83171,            0.013292,            0.024959,          0.00033885,          0.00069103,          0.00069103,          0.00069103
                 311,            0.018747,              0.0286,           0.0010029,             0.98244,               0.975,             0.99072,             0.84208,            0.012356,            0.026657,          0.00031558,          0.00069003,          0.00069003,          0.00069003
                 312,            0.018655,            0.029348,          0.00086464,             0.97066,             0.97684,             0.99083,             0.84568,            0.013143,            0.026289,          0.00032846,          0.00068903,          0.00068903,          0.00068903
                 313,            0.017802,            0.028587,          0.00091307,             0.98491,             0.97222,             0.98762,             0.84847,            0.012581,            0.022621,          0.00032301,          0.00068803,          0.00068803,          0.00068803
                 314,            0.017866,            0.029788,           0.0010116,             0.96891,             0.98664,             0.99205,             0.84082,            0.013214,             0.02337,          0.00038718,          0.00068703,          0.00068703,          0.00068703
